Gene,Status,Expressed_Allele,Sample,RawCount,Group,log2_count
Slc38a4,Imprinted,Paternal,HT_F1,144,HT Female,7.1799090900149345
Slc38a4,Imprinted,Paternal,HT_F2,97,HT Female,6.614709844115208
Slc38a4,Imprinted,Paternal,HT_F3,73,HT Female,6.20945336562895
Slc38a4,Imprinted,Paternal,KO_M1,17,KO Male,4.169925001442312
Slc38a4,Imprinted,Paternal,KO_M2,55,KO Male,5.807354922057604
Slc38a4,Imprinted,Paternal,KO_M3,59,KO Male,5.906890595608519
Smoc1,Imprinted,Paternal,WT_M1,609,WT Male,9.252665432450248
Smoc1,Imprinted,Paternal,WT_M2,1519,WT Male,10.569855608330949
Smoc1,Imprinted,Paternal,WT_M3,628,WT Male,9.296916206879288
Smoc1,Imprinted,Paternal,WT_F1,759,WT Female,9.569855608330949
Smoc1,Imprinted,Paternal,WT_F2,662,WT Female,9.372865060112588
Smoc1,Imprinted,Paternal,WT_F3,1230,WT Female,10.265615046484458
Smoc1,Imprinted,Paternal,HT_F1,4024,HT Female,11.974773067889341
Smoc1,Imprinted,Paternal,HT_F2,648,HT Female,9.342074667999139
Smoc1,Imprinted,Paternal,HT_F3,450,HT Female,8.81698362325538
Smoc1,Imprinted,Paternal,KO_M1,1110,KO Male,10.117643101389092
Smoc1,Imprinted,Paternal,KO_M2,1347,KO Male,10.396604781181859
Smoc1,Imprinted,Paternal,KO_M3,1048,KO Male,10.034798962577268
Smoc2,Imprinted,Maternal,WT_M1,2928,WT Male,11.516192477879367
Smoc2,Imprinted,Maternal,WT_M2,4265,WT Male,12.058668250340572
Smoc2,Imprinted,Maternal,WT_M3,1815,WT Male,10.826548487290914
Smoc2,Imprinted,Maternal,WT_F1,3423,WT Female,11.741466986401146
Smoc2,Imprinted,Maternal,WT_F2,3158,WT Female,11.625252221746873
Smoc2,Imprinted,Maternal,WT_F3,2056,WT Female,11.006326078524934
Smoc2,Imprinted,Maternal,HT_F1,3045,HT Female,11.572700226487292
Smoc2,Imprinted,Maternal,HT_F2,790,HT Female,9.627533884472792
Smoc2,Imprinted,Maternal,HT_F3,3658,HT Female,11.837233700339088
Smoc2,Imprinted,Maternal,KO_M1,1735,KO Male,10.761551232444479
Smoc2,Imprinted,Maternal,KO_M2,2527,KO Male,11.303780748177102
Smoc2,Imprinted,Maternal,KO_M3,2917,KO Male,11.510764167917891
Snrpn,Imprinted,Paternal,WT_M1,90,WT Male,6.507794640198696
Snrpn,Imprinted,Paternal,WT_M2,187,WT Male,7.554588851677638
Snrpn,Imprinted,Paternal,WT_M3,117,WT Male,6.882643049361842
Snrpn,Imprinted,Paternal,WT_F1,108,WT Female,6.768184324776926
Snrpn,Imprinted,Paternal,WT_F2,131,WT Female,7.044394119358453
Snrpn,Imprinted,Paternal,WT_F3,161,WT Female,7.339850002884624
Snrpn,Imprinted,Paternal,HT_F1,232,HT Female,7.864186144654281
Snrpn,Imprinted,Paternal,HT_F2,159,HT Female,7.321928094887363
Snrpn,Imprinted,Paternal,HT_F3,92,HT Female,6.539158811108031
Snrpn,Imprinted,Paternal,KO_M1,51,KO Male,5.700439718141092
Snrpn,Imprinted,Paternal,KO_M2,150,KO Male,7.2384047393250786
Snrpn,Imprinted,Paternal,KO_M3,130,KO Male,7.03342300153745
Snurf,Imprinted,Paternal,WT_M1,0,WT Male,0
Snurf,Imprinted,Paternal,WT_M2,0,WT Male,0
Snurf,Imprinted,Paternal,WT_M3,0,WT Male,0
Snurf,Imprinted,Paternal,WT_F1,0,WT Female,0
Snurf,Imprinted,Paternal,WT_F2,0,WT Female,0
Snurf,Imprinted,Paternal,WT_F3,0,WT Female,0
Snurf,Imprinted,Paternal,HT_F1,0,HT Female,0
Snurf,Imprinted,Paternal,HT_F2,0,HT Female,0
Snurf,Imprinted,Paternal,HT_F3,0,HT Female,0
Snurf,Imprinted,Paternal,KO_M1,0,KO Male,0
Snurf,Imprinted,Paternal,KO_M2,0,KO Male,0
Snurf,Imprinted,Paternal,KO_M3,0,KO Male,0
Snx14,Imprinted,Paternal,WT_M1,4353,WT Male,12.088125692188207
Snx14,Imprinted,Paternal,WT_M2,6665,WT Male,12.702605602110248
Snx14,Imprinted,Paternal,WT_M3,3097,WT Male,11.597121428789569
Snx14,Imprinted,Paternal,WT_F1,4595,WT Female,12.166163082646113
Snx14,Imprinted,Paternal,WT_F2,3991,WT Female,11.96289600533726
Snx14,Imprinted,Paternal,WT_F3,4960,WT Female,12.276415241892678
Snx14,Imprinted,Paternal,HT_F1,7104,HT Female,12.794618934130142
Snx14,Imprinted,Paternal,HT_F2,4234,HT Female,12.04814625421956
Snx14,Imprinted,Paternal,HT_F3,3910,HT Female,11.933321820732946
Snx14,Imprinted,Paternal,KO_M1,2150,KO Male,11.070791809423062
Snx14,Imprinted,Paternal,KO_M2,3976,KO Male,11.95746484680521
Snx14,Imprinted,Paternal,KO_M3,4304,KO Male,12.071797522284207
Tfpi2,Imprinted,Maternal,WT_M1,5,WT Male,2.584962500721156
Tfpi2,Imprinted,Maternal,WT_M2,5,WT Male,2.584962500721156
Tfpi2,Imprinted,Maternal,WT_M3,1,WT Male,1
Tfpi2,Imprinted,Maternal,WT_F1,3,WT Female,2
Tfpi2,Imprinted,Maternal,WT_F2,3,WT Female,2
Tfpi2,Imprinted,Maternal,WT_F3,3,WT Female,2
Tfpi2,Imprinted,Maternal,HT_F1,1,HT Female,1
Tfpi2,Imprinted,Maternal,HT_F2,1,HT Female,1
Tfpi2,Imprinted,Maternal,HT_F3,3,HT Female,2
Tfpi2,Imprinted,Maternal,KO_M1,0,KO Male,0
Tfpi2,Imprinted,Maternal,KO_M2,3,KO Male,2
Tfpi2,Imprinted,Maternal,KO_M3,2,KO Male,1.584962500721156
Th,Imprinted,Maternal,WT_M1,21,WT Male,4.459431618637297
Th,Imprinted,Maternal,WT_M2,44,WT Male,5.491853096329675
Th,Imprinted,Maternal,WT_M3,6,WT Male,2.807354922057604
Th,Imprinted,Maternal,WT_F1,71,WT Female,6.169925001442312
Th,Imprinted,Maternal,WT_F2,6,WT Female,2.807354922057604
Th,Imprinted,Maternal,WT_F3,19,WT Female,4.321928094887363
Th,Imprinted,Maternal,HT_F1,101,HT Female,6.672425341971495
Th,Imprinted,Maternal,HT_F2,8,HT Female,3.169925001442312
Th,Imprinted,Maternal,HT_F3,9,HT Female,3.321928094887362
Th,Imprinted,Maternal,KO_M1,15,KO Male,4
Th,Imprinted,Maternal,KO_M2,22,KO Male,4.523561956057013
Th,Imprinted,Maternal,KO_M3,14,KO Male,3.9068905956085187
Thbs2,Imprinted,Maternal,WT_M1,932,WT Male,9.86573327085176
Thbs2,Imprinted,Maternal,WT_M2,1033,WT Male,10.014020470314934
Thbs2,Imprinted,Maternal,WT_M3,572,WT Male,9.162391328756906
Thbs2,Imprinted,Maternal,WT_F1,1030,WT Female,10.00982861736811
Thbs2,Imprinted,Maternal,WT_F2,235,WT Female,7.882643049361842
Thbs2,Imprinted,Maternal,WT_F3,735,WT Female,9.523561956057012
Thbs2,Imprinted,Maternal,HT_F1,797,HT Female,9.640244936222345
Thbs2,Imprinted,Maternal,HT_F2,385,HT Female,8.59245703726808
Thbs2,Imprinted,Maternal,HT_F3,278,HT Female,8.124121311829187
Thbs2,Imprinted,Maternal,KO_M1,353,KO Male,8.467605550082997
Thbs2,Imprinted,Maternal,KO_M2,199,KO Male,7.643856189774724
Thbs2,Imprinted,Maternal,KO_M3,363,KO Male,8.507794640198696
Tnfrsf22,Imprinted,Maternal,WT_M1,90,WT Male,6.507794640198696
Tnfrsf22,Imprinted,Maternal,WT_M2,139,WT Male,7.129283016944966
Tnfrsf22,Imprinted,Maternal,WT_M3,57,WT Male,5.857980995127572
Tnfrsf22,Imprinted,Maternal,WT_F1,107,WT Female,6.754887502163468
Tnfrsf22,Imprinted,Maternal,WT_F2,71,WT Female,6.169925001442312
Tnfrsf22,Imprinted,Maternal,WT_F3,99,WT Female,6.643856189774724
Tnfrsf22,Imprinted,Maternal,HT_F1,150,HT Female,7.2384047393250786
Tnfrsf22,Imprinted,Maternal,HT_F2,68,HT Female,6.108524456778169
Tnfrsf22,Imprinted,Maternal,HT_F3,68,HT Female,6.108524456778169
Tnfrsf22,Imprinted,Maternal,KO_M1,43,KO Male,5.459431618637297
Tnfrsf22,Imprinted,Maternal,KO_M2,59,KO Male,5.906890595608519
Tnfrsf22,Imprinted,Maternal,KO_M3,52,KO Male,5.727920454563199
Tnfrsf23,Imprinted,Maternal,WT_M1,23,WT Male,4.584962500721156
Tnfrsf23,Imprinted,Maternal,WT_M2,33,WT Male,5.087462841250339
Tnfrsf23,Imprinted,Maternal,WT_M3,14,WT Male,3.9068905956085187
Tnfrsf23,Imprinted,Maternal,WT_F1,27,WT Female,4.807354922057604
Tnfrsf23,Imprinted,Maternal,WT_F2,30,WT Female,4.954196310386875
Tnfrsf23,Imprinted,Maternal,WT_F3,18,WT Female,4.247927513443585
Tnfrsf23,Imprinted,Maternal,HT_F1,49,HT Female,5.643856189774724
Tnfrsf23,Imprinted,Maternal,HT_F2,17,HT Female,4.169925001442312
Tnfrsf23,Imprinted,Maternal,HT_F3,14,HT Female,3.9068905956085187
Tnfrsf23,Imprinted,Maternal,KO_M1,6,KO Male,2.807354922057604
Tnfrsf23,Imprinted,Maternal,KO_M2,12,KO Male,3.700439718141092
Tnfrsf23,Imprinted,Maternal,KO_M3,11,KO Male,3.584962500721156
Tnfrsf26,Imprinted,Maternal,WT_M1,1,WT Male,1
Tnfrsf26,Imprinted,Maternal,WT_M2,1,WT Male,1
Tnfrsf26,Imprinted,Maternal,WT_M3,2,WT Male,1.584962500721156
Tnfrsf26,Imprinted,Maternal,WT_F1,2,WT Female,1.584962500721156
Tnfrsf26,Imprinted,Maternal,WT_F2,1,WT Female,1
Tnfrsf26,Imprinted,Maternal,WT_F3,0,WT Female,0
Tnfrsf26,Imprinted,Maternal,HT_F1,2,HT Female,1.584962500721156
Tnfrsf26,Imprinted,Maternal,HT_F2,1,HT Female,1
Tnfrsf26,Imprinted,Maternal,HT_F3,0,HT Female,0
Tnfrsf26,Imprinted,Maternal,KO_M1,0,KO Male,0
Tnfrsf26,Imprinted,Maternal,KO_M2,1,KO Male,1
Tnfrsf26,Imprinted,Maternal,KO_M3,0,KO Male,0
Trappc9,Imprinted,Maternal,WT_M1,5887,WT Male,12.523561956057012
Trappc9,Imprinted,Maternal,WT_M2,10381,WT Male,13.34179677239183
Trappc9,Imprinted,Maternal,WT_M3,4534,WT Male,12.146886835415884
Trappc9,Imprinted,Maternal,WT_F1,6276,WT Female,12.61585949358308
Trappc9,Imprinted,Maternal,WT_F2,5659,WT Female,12.466586337719244
Trappc9,Imprinted,Maternal,WT_F3,7172,WT Female,12.808360915432784
Trappc9,Imprinted,Maternal,HT_F1,10521,HT Female,13.36112133473479
Trappc9,Imprinted,Maternal,HT_F2,5951,HT Female,12.539158811108031
Trappc9,Imprinted,Maternal,HT_F3,5466,HT Female,12.416533660199583
Trappc9,Imprinted,Maternal,KO_M1,5156,KO Male,12.332316330199218
Trappc9,Imprinted,Maternal,KO_M2,6321,KO Male,12.626165319904498
Trappc9,Imprinted,Maternal,KO_M3,6483,KO Male,12.66266837551754
Tsix,Imprinted,Maternal,WT_M1,61,WT Male,5.954196310386875
Tsix,Imprinted,Maternal,WT_M2,60,WT Male,5.930737337562887
Tsix,Imprinted,Maternal,WT_M3,29,WT Male,4.906890595608519
Tsix,Imprinted,Maternal,WT_F1,71,WT Female,6.169925001442312
Tsix,Imprinted,Maternal,WT_F2,23,WT Female,4.584962500721156
Tsix,Imprinted,Maternal,WT_F3,51,WT Female,5.700439718141092
Tsix,Imprinted,Maternal,HT_F1,92,HT Female,6.539158811108031
Tsix,Imprinted,Maternal,HT_F2,24,HT Female,4.643856189774724
Tsix,Imprinted,Maternal,HT_F3,48,HT Female,5.614709844115208
Tsix,Imprinted,Maternal,KO_M1,6,KO Male,2.807354922057604
Tsix,Imprinted,Maternal,KO_M2,12,KO Male,3.700439718141092
Tsix,Imprinted,Maternal,KO_M3,12,KO Male,3.700439718141092
Tssc4,Imprinted,Maternal,WT_M1,1038,WT Male,10.020979938904212
Tssc4,Imprinted,Maternal,WT_M2,1569,WT Male,10.61654884377899
Tssc4,Imprinted,Maternal,WT_M3,816,WT Male,9.674192268145683
Tssc4,Imprinted,Maternal,WT_F1,1243,WT Female,10.280770770130603
Tssc4,Imprinted,Maternal,WT_F2,1017,WT Female,9.991521846075695
Tssc4,Imprinted,Maternal,WT_F3,1262,WT Female,10.302638923787553
Tssc4,Imprinted,Maternal,HT_F1,1926,HT Female,10.912140856295721
Tssc4,Imprinted,Maternal,HT_F2,1053,HT Female,10.041659151637214
Tssc4,Imprinted,Maternal,HT_F3,964,HT Female,9.914385132155443
Tssc4,Imprinted,Maternal,KO_M1,1199,KO Male,10.228818690495881
Tssc4,Imprinted,Maternal,KO_M2,963,KO Male,9.912889336229961
Tssc4,Imprinted,Maternal,KO_M3,1217,KO Male,10.250298417906333
Ube3a,Imprinted,Maternal,WT_M1,25390,WT Male,14.632029594803909
Ube3a,Imprinted,Maternal,WT_M2,36069,WT Male,15.138511802674932
Ube3a,Imprinted,Maternal,WT_M3,15602,WT Male,13.929535823317357
Ube3a,Imprinted,Maternal,WT_F1,24081,WT Female,14.55566759184072
Ube3a,Imprinted,Maternal,WT_F2,21744,WT Female,14.40839608835143
Ube3a,Imprinted,Maternal,WT_F3,27864,WT Female,14.766166532965467
Ube3a,Imprinted,Maternal,HT_F1,38051,HT Female,15.215684662824996
Ube3a,Imprinted,Maternal,HT_F2,21766,HT Female,14.409854963769897
Ube3a,Imprinted,Maternal,HT_F3,24280,HT Female,14.567540218990333
Ube3a,Imprinted,Maternal,KO_M1,11428,KO Male,13.480411557541508
Ube3a,Imprinted,Maternal,KO_M2,23376,KO Male,14.51280217841709
Ube3a,Imprinted,Maternal,KO_M3,25004,KO Male,14.609928984594935
Usp29,Imprinted,Paternal,WT_M1,3501,WT Male,11.773963368433558
Usp29,Imprinted,Paternal,WT_M2,6337,WT Male,12.629811944382233
Usp29,Imprinted,Paternal,WT_M3,2393,WT Male,11.225207436943501
Usp29,Imprinted,Paternal,WT_F1,4316,WT Female,12.075813377461454
Usp29,Imprinted,Paternal,WT_F2,3290,WT Female,11.68431031112435
Usp29,Imprinted,Paternal,WT_F3,4442,WT Female,12.117318426010003
Usp29,Imprinted,Paternal,HT_F1,12230,HT Female,13.578254742209703
Usp29,Imprinted,Paternal,HT_F2,2954,HT Female,11.528942415064895
Usp29,Imprinted,Paternal,HT_F3,3789,HT Female,11.887982133058454
Usp29,Imprinted,Paternal,KO_M1,2281,KO Male,11.156083076288681
Usp29,Imprinted,Paternal,KO_M2,4707,KO Male,12.200898605038445
Usp29,Imprinted,Paternal,KO_M3,3995,KO Male,11.964340867792417
Wt1,Tissue Dependent,Maternal,WT_M1,2,WT Male,1.584962500721156
Wt1,Tissue Dependent,Maternal,WT_M2,1,WT Male,1
Wt1,Tissue Dependent,Maternal,WT_M3,0,WT Male,0
Wt1,Tissue Dependent,Maternal,WT_F1,0,WT Female,0
Wt1,Tissue Dependent,Maternal,WT_F2,1,WT Female,1
Wt1,Tissue Dependent,Maternal,WT_F3,1,WT Female,1
Wt1,Tissue Dependent,Maternal,HT_F1,1,HT Female,1
Wt1,Tissue Dependent,Maternal,HT_F2,3,HT Female,2
Wt1,Tissue Dependent,Maternal,HT_F3,1,HT Female,1
Wt1,Tissue Dependent,Maternal,KO_M1,0,KO Male,0
Wt1,Tissue Dependent,Maternal,KO_M2,0,KO Male,0
Wt1,Tissue Dependent,Maternal,KO_M3,0,KO Male,0
Xist,Imprinted,Paternal,WT_M1,61,WT Male,5.954196310386875
Xist,Imprinted,Paternal,WT_M2,3,WT Male,2
Xist,Imprinted,Paternal,WT_M3,4,WT Male,2.321928094887362
Xist,Imprinted,Paternal,WT_F1,59367,WT Female,15.85739789170129
Xist,Imprinted,Paternal,WT_F2,44643,WT Female,15.446178674674245
Xist,Imprinted,Paternal,WT_F3,56016,WT Female,15.773577101251474
Xist,Imprinted,Paternal,HT_F1,77782,HT Female,16.24716725846733
Xist,Imprinted,Paternal,HT_F2,38485,HT Female,15.232046113570558
Xist,Imprinted,Paternal,HT_F3,61497,HT Female,15.908251872326534
Xist,Imprinted,Paternal,KO_M1,1,KO Male,1
Xist,Imprinted,Paternal,KO_M2,0,KO Male,0
Xist,Imprinted,Paternal,KO_M3,32,KO Male,5.044394119358453
Xlr3b,Imprinted,Maternal,WT_M1,40,WT Male,5.357552004618084
Xlr3b,Imprinted,Maternal,WT_M2,236,WT Male,7.888743248898259
Xlr3b,Imprinted,Maternal,WT_M3,73,WT Male,6.20945336562895
Xlr3b,Imprinted,Maternal,WT_F1,76,WT Female,6.266786540694901
Xlr3b,Imprinted,Maternal,WT_F2,5,WT Female,2.584962500721156
Xlr3b,Imprinted,Maternal,WT_F3,114,WT Female,6.845490050944375
Xlr3b,Imprinted,Maternal,HT_F1,267,HT Female,8.066089190457772
Xlr3b,Imprinted,Maternal,HT_F2,83,HT Female,6.392317422778761
Xlr3b,Imprinted,Maternal,HT_F3,239,HT Female,7.906890595608519
Xlr3b,Imprinted,Maternal,KO_M1,62,KO Male,5.977279923499917
Xlr3b,Imprinted,Maternal,KO_M2,146,KO Male,7.199672344836364
Xlr3b,Imprinted,Maternal,KO_M3,240,KO Male,7.912889336229962
Zdbf2,Imprinted,Paternal,WT_M1,2395,WT Male,11.226412192788786
Zdbf2,Imprinted,Paternal,WT_M2,3672,WT Male,11.842743180731658
Zdbf2,Imprinted,Paternal,WT_M3,1563,WT Male,10.611024797307353
Zdbf2,Imprinted,Paternal,WT_F1,2970,WT Female,11.536732889835415
Zdbf2,Imprinted,Paternal,WT_F2,2792,WT Female,11.44759985827995
Zdbf2,Imprinted,Paternal,WT_F3,3961,WT Female,11.952013164889486
Zdbf2,Imprinted,Paternal,HT_F1,10896,HT Female,13.41164338786908
Zdbf2,Imprinted,Paternal,HT_F2,2779,HT Female,11.44086916761087
Zdbf2,Imprinted,Paternal,HT_F3,2432,HT Female,11.24852060493843
Zdbf2,Imprinted,Paternal,KO_M1,3351,KO Male,11.710806433699352
Zdbf2,Imprinted,Paternal,KO_M2,4382,KO Male,12.097702963524654
Zdbf2,Imprinted,Paternal,KO_M3,3759,KO Male,11.876516946565
Zfp64,Imprinted,Paternal,WT_M1,559,WT Male,9.129283016944967
Zfp64,Imprinted,Paternal,WT_M2,958,WT Male,9.905387005018131
Zfp64,Imprinted,Paternal,WT_M3,402,WT Male,8.654636028527968
Zfp64,Imprinted,Paternal,WT_F1,618,WT Female,9.273795599214264
Zfp64,Imprinted,Paternal,WT_F2,470,WT Female,8.879583249612784
Zfp64,Imprinted,Paternal,WT_F3,624,WT Female,9.287712379549449
Zfp64,Imprinted,Paternal,HT_F1,951,HT Female,9.894817763307943
Zfp64,Imprinted,Paternal,HT_F2,591,HT Female,9.20945336562895
Zfp64,Imprinted,Paternal,HT_F3,574,HT Female,9.167418145831737
Zfp64,Imprinted,Paternal,KO_M1,297,KO Male,8.219168520462162
Zfp64,Imprinted,Paternal,KO_M2,576,KO Male,9.172427508645482
Zfp64,Imprinted,Paternal,KO_M3,565,KO Male,9.144658242831882
Zim1,Imprinted,Maternal,WT_M1,170,WT Male,7.417852514885898
Zim1,Imprinted,Maternal,WT_M2,343,WT Male,8.426264754702098
Zim1,Imprinted,Maternal,WT_M3,136,WT Male,7.098032082960526
Zim1,Imprinted,Maternal,WT_F1,254,WT Female,7.994353436858858
Zim1,Imprinted,Maternal,WT_F2,242,WT Female,7.924812503605781
Zim1,Imprinted,Maternal,WT_F3,319,WT Female,8.321928094887362
Zim1,Imprinted,Maternal,HT_F1,1356,HT Female,10.406205005418855
Zim1,Imprinted,Maternal,HT_F2,174,HT Female,7.451211111832329
Zim1,Imprinted,Maternal,HT_F3,186,HT Female,7.546894459887636
Zim1,Imprinted,Maternal,KO_M1,169,KO Male,7.409390936137702
Zim1,Imprinted,Maternal,KO_M2,221,KO Male,7.794415866350106
Zim1,Imprinted,Maternal,KO_M3,160,KO Male,7.330916878114617
Zim2,Imprinted,Maternal,WT_M1,0,WT Male,0
Zim2,Imprinted,Maternal,WT_M2,2,WT Male,1.584962500721156
Zim2,Imprinted,Maternal,WT_M3,1,WT Male,1
Zim2,Imprinted,Maternal,WT_F1,7,WT Female,3
Zim2,Imprinted,Maternal,WT_F2,0,WT Female,0
Zim2,Imprinted,Maternal,WT_F3,0,WT Female,0
Zim2,Imprinted,Maternal,HT_F1,4,HT Female,2.321928094887362
Zim2,Imprinted,Maternal,HT_F2,0,HT Female,0
Zim2,Imprinted,Maternal,HT_F3,2,HT Female,1.584962500721156
Zim2,Imprinted,Maternal,KO_M1,2,KO Male,1.584962500721156
Zim2,Imprinted,Maternal,KO_M2,2,KO Male,1.584962500721156
Zim2,Imprinted,Maternal,KO_M3,2,KO Male,1.584962500721156
Zim3,Imprinted,Maternal,WT_M1,3,WT Male,2
Zim3,Imprinted,Maternal,WT_M2,7,WT Male,3
Zim3,Imprinted,Maternal,WT_M3,2,WT Male,1.584962500721156
Zim3,Imprinted,Maternal,WT_F1,7,WT Female,3
Zim3,Imprinted,Maternal,WT_F2,6,WT Female,2.807354922057604
Zim3,Imprinted,Maternal,WT_F3,2,WT Female,1.584962500721156
Zim3,Imprinted,Maternal,HT_F1,26,HT Female,4.754887502163468
Zim3,Imprinted,Maternal,HT_F2,5,HT Female,2.584962500721156
Zim3,Imprinted,Maternal,HT_F3,9,HT Female,3.321928094887362
Zim3,Imprinted,Maternal,KO_M1,4,KO Male,2.321928094887362
Zim3,Imprinted,Maternal,KO_M2,4,KO Male,2.321928094887362
Zim3,Imprinted,Maternal,KO_M3,6,KO Male,2.807354922057604
