Gene_Name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Ccdc9b,953.5803983581673,0.7138069484221574,0.20985585664108466,5.84543771523158e-6,0.0017032020298736626
Krt2,300.7823016104574,0.918451942974427,0.28540500365979604,6.3217754973778315e-6,0.0017940836117505416
Pyroxd2,437.6740565123279,0.7789223065854937,0.23321510230839704,6.366069473374618e-6,0.0017940836117505416
Ogn,630.4437890261706,-1.4561340405632661,0.5153311215744056,6.545873779927111e-6,0.001815001873398822
Slc6a16,152.68065102175504,0.7156122454751677,0.21691285637857724,7.357377195088467e-6,0.00200762970413914
Tsc22d3,3879.849620558296,0.6890319976222798,0.20965468725506764,7.623190101661148e-6,0.0020476603287133874
Slc2a5,573.801155349545,0.4735447825908944,0.15031310889330937,8.466865689263192e-6,0.0022392905856019004
Slc16a11,548.6892205101511,1.0520903140348785,0.36340081845933336,8.9739665144385e-6,0.0023374463386320044
D1Pas1,8.506371267119865,1.2685166823796314,1.8931214238950655,9.968259613165474e-6,0.0025200639854401127
Tubg2,1659.6595341212908,0.33503100237562006,0.1103938086150262,9.908399235969007e-6,0.0025200639854401127
Zfp976,399.9980798900165,-0.5370783732897849,0.17302718837116118,1.0415426356317989e-5,0.002594950644803805
Tdg-ps2,604.469999970523,1.2362864540121663,0.46466116080899433,1.0606228627751476e-5,0.0026047382334239374
Zfp820,35.89770580250577,-1.4512628607427651,0.5880730169412688,1.2549916847718082e-5,0.003038670711677768
Slc7a4,4488.02520688658,0.3094646310944253,0.10685146035937054,1.3957704008628268e-5,0.0033325956890601187
Fggy,581.0452896465004,0.5736521409819743,0.19293701120521667,1.469306393698865e-5,0.003460115919736601
Tnxb,2280.081416227145,1.140595691817101,0.45863676577004114,1.6344421913569828e-5,0.0037969859069753907
Jsrp1,84.31215826611013,1.680489577748765,0.7985526863429514,1.8457609879228696e-5,0.004230730285784273
Gm6961,62.811818585270125,0.9351302156201734,0.37138310784079287,2.22204423174728e-5,0.005026205577364143
Gbp9,135.47142935919717,-0.6641625746593475,0.2427361205020208,2.4186530550417474e-5,0.00533064931656701
Kcnj14,121.2590725637084,0.902880123473935,0.36005632023535955,2.417678835365769e-5,0.00533064931656701
Kdr,1227.2404580414793,-0.516958214300797,0.19033402477208045,2.519852335863084e-5,0.005483390064028136
Nt5dc3,18979.501499947444,-0.7084147326164155,0.2656247904999971,2.637857575524194e-5,0.0056684261976045515
Gm11681,135.12223370890072,0.9566219050460991,0.40289319201984947,2.7021101571204685e-5,0.005734811816179996
