Gene_Name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Crhr1,420.8762319305324,0.08671754783525608,0.18422641238958098,9.448255886680448e-4,0.2398413511678591
Crybb1,142.61348573668013,0.1287783140276504,0.33403927021814245,9.423926595478061e-4,0.2398413511678591
Fcgbp,241.00657130178058,-0.13328364784840555,0.2985654618110792,9.238510083642126e-4,0.2398413511678591
Fgfr2,4681.523223769865,-0.08166153226284865,0.17569319463392552,9.597723331149856e-4,0.24029806756633687
Myrf,3610.4518349638743,-0.1105524480398935,0.23626723537234606,9.7900038499e-4,0.2417998653575977
Itprid1,163.41746197753827,0.12276980256394018,0.2747990945504675,9.992569093623604e-4,0.24289378837567585
Septin11,6761.117628581032,0.033436403442031734,0.08657786143279798,0.0010100086401789881,0.24289378837567585
Nt5dc3,18979.501499947444,-0.11317617909058922,0.25115276699878825,0.0010402866228125327,0.24692621565122938
C1ra,87.66574769687374,-0.1133513809542053,0.2757470836913133,0.0011531165460285876,0.2701988604072371
Prss50,34.75139107593622,0.10770625989153008,0.30693548122144565,0.0012099564379072583,0.2799287824763413
Nlrx1,623.2933845049364,0.054119111482671275,0.1355356379695904,0.0012757135466775114,0.28091827099548045
Samd3,5.507364650138037,0.014302133957846363,0.17633638577015767,0.0012361588513466555,0.28091827099548045
Tmem63a,1271.7014187749344,-0.09939040284229822,0.24070066506303875,0.001271043807623703,0.28091827099548045
Zdhhc22,823.9500120810334,0.10427095483004897,0.3023668894805645,0.0012648001648351134,0.28091827099548045
C2cd4c,792.8870192373952,0.09236090970463816,0.22561362709811605,0.0013310634429119649,0.28961722078692836
Gm5174,40.1335566842147,0.051660769401445227,0.3022604386925257,0.0013759106784388038,0.2924130170910002
Sstr5,18.607702923664686,0.03397573469140748,0.2631588524144512,0.0013696068415853873,0.2924130170910002
Apod,2626.817644534853,-0.09445994853547914,0.2399441801543469,0.0013994696174713516,0.2940012206726884
2900052N01Rik,3136.750356740047,0.09562682626753667,0.27612720541740515,0.0014710463488660506,0.30129089389068425
Ccdc42,56.6342770551935,0.06977141440390258,0.30480687852193206,0.0015096162885606227,0.30129089389068425
Plcxd1,289.30081769399163,0.0965077712733691,0.26420151477803483,0.0014561801760745027,0.30129089389068425
